POLAKOMITI, GLAGOL
ZATRAŽIVŠI, PRILOG
PRILEŽNICA, IMENICA
RAVNOTEŽAN, PRIDJEV
BENKOVAČKI, PRIDJEV
REPETICIJA, IMENICA
ISTOZNAČNO, PRILOG
RASKLAPATI, GLAGOL
UMIROVIVŠI, PRILOG
DRUŽEVNOST, IMENICA
HAZARDERKA, IMENICA
UGUŠIVANJE, IMENICA
PERMEACIJA, IMENICA
BJELOKOSNI, IMENICA
LIVADARSKI, PRIDJEV
STROJOVOĐA, IMENICA
ČAPLJINSKI, PRIDJEV
EFEKTUIRAN, PRIDJEV
NEPROSIJAN, IMENICA
IZVRŠENOST, IMENICA
NEFROLOŠKI, PRIDJEV
NOKAUTIRAN, PRIDJEV
POLUACETAL, IMENICA
VASKULARAN, PRIDJEV
OKSFORDSKI, PRIDJEV
POTKAZAVŠI, PRILOG
IZVANREDAN, PRIDJEV
NEUPADLJIV, PRIDJEV
GEOGRAFIJA, IMENICA
SUVLASNICA, IMENICA
HRPTENIČNI, PRIDJEV
STRONCIJEV, PRIDJEV
ALGEBARSKI, PRIDJEV
NAPUHUJUĆI, PRILOG
POLIGINIJA, IMENICA
IZOKRETATI, GLAGOL
NAJPUČKIJI, PRIDJEV
SREBRNOSAN, PRIDJEV
OPOVRGNUTI, GLAGOL
IZMJERLJIV, PRIDJEV
NESAKRIVEN, PRIDJEV
NIMFOMANKA, IMENICA
ISPRATIVŠI, PRILOG
PRIKUCAVŠI, PRILOG
RAZMJENITI, GLAGOL
ISHLAPLJEL, PRIDJEV
APROBACIJA, IMENICA
SPALJIVATI, GLAGOL
PRINČEVSKI, PRIDJEV
ZAMRMLJATI, GLAGOL
ARITMOGRAF, IMENICA
PJENASTIJI, PRIDJEV
ROSENKVARC, IMENICA
KOVRČAVOST, IMENICA
SVALJUJUĆI, PRILOG
OBOGATIVŠI, PRILOG
SPUTAVANJE, IMENICA
GALAMDŽIJA, IMENICA
PETRINJSKI, PRIDJEV
PONJEMČITI, GLAGOL
NASTRANOST, IMENICA
ZAOBILAŽEN, PRIDJEV
PRISTRANAK, IMENICA
PRIPOMAŽEJ, IMENICA
POBRKANOST, IMENICA
NEGRADIRAN, PRIDJEV
BUKIRAJUĆI, PRIDJEV
PRIPINJATI, GLAGOL
PRIKRADITI, GLAGOL
MALOLJETAN, PRIDJEV
OSUNČANOST, IMENICA
POZELENITI, GLAGOL
POSLUŠNOST, IMENICA
RASTAJANJE, IMENICA
ŽIVINARSKI, PRIDJEV
NADSTOJNIK, IMENICA
ALEGORIČAN, PRIDJEV
BLUDNIČITI, GLAGOL
MINIDAMPER, IMENICA
PEDESETINA, IMENICA
PREKRAJATI, GLAGOL
PROVEDLJIV, PRIDJEV
DRVODJELAC, IMENICA
NETOPIVOST, IMENICA
MLADOVANJE, IMENICA
OTMIČARSKI, PRIDJEV
KONTROLING, IMENICA
PRERASTATI, GLAGOL
NADVISIVŠI, PRILOG
PREBRODITI, GLAGOL
PROMICELIJ, IMENICA
UŠTEĐIVATI, GLAGOL
PLASIRAVŠI, PRILOG
DUKTILNOST, IMENICA
UGLJENOKOP, IMENICA
PROTESTANT, IMENICA
DELNIČANKA, IMENICA
ISKLJUČIVI, PRIDJEV
VATROMETNI, PRIDJEV
JADIKUJUĆI, PRIDJEV
IDOLATRIJA, IMENICA
POSVOJENIK, IMENICA
PODRAŽAVAN, PRIDJEV
SKANJIVATI, GLAGOL
PRISEBNIJI, PRIDJEV
UZROKOVANI, PRIDJEV
PREPAĆENJE, IMENICA
RASTEZLJIV, PRIDJEV
VINILIRATI, IMENICA
SPOZNAJUĆI, PRILOG
TROMINUTNI, PRIDJEV
SANATORIJI, PRIDJEV
PODNOŽNJAK, IMENICA
PRIVLAČEĆI, PRILOG
CIRKULARAN, PRIDJEV
OTPREMNINA, IMENICA
SPREMAJUĆI, PRILOG
GARNIRAVŠI, PRILOG
OTPUHAVATI, GLAGOL
SURADNIČKI, PRIDJEV
BIOKOMPOST, IMENICA
ANTIEMETIK, IMENICA
KOMBINIRAN, PRIDJEV
LAKRDIJATI, GLAGOL
PROVOKATOR, IMENICA
KONSIGNANT, IMENICA
LIKVIDNIJI, PRIDJEV
ASIGNACIJA, IMENICA
GLEDALIŠTE, IMENICA
PROLAZNOST, IMENICA
NADREDIVŠI, IMENICA
POLIFONIJA, IMENICA
NADLAJAVAN, PRIDJEV
GOLUBARNIK, IMENICA
DEGGENDORF, PRIDJEV
USREDNJENI, PRIDJEV
SVENARODNI, PRIDJEV
PRODRIJETI, GLAGOL
NAJŽUČNIJI, PRIDJEV
DEPOZICIJA, IMENICA
PRIVEZIVAN, PRIDJEV
OSCAROVSKI, PRIDJEV
ARMIRAJUĆI, PRILOG
PROROČIŠTE, IMENICA
MELANKOLIK, IMENICA
APATIČNIJI, PRIDJEV
PARAPULPNI, PRIDJEV
KRITIČNOST, IMENICA
VENTRIKULA, IMENICA
MALOTERCNI, PRIDJEV
PODNOŠENJE, IMENICA
METEOROLOG, IMENICA
MAKOVNJAČA, IMENICA
SAGLASNOST, IMENICA
FARMAKOLOG, IMENICA
ASTRAGALUS, IMENICA
UMJERENIJI, PRIDJEV
RAZODJEVEN, PRIDJEV
LONČAREVIĆ, IMENICA
PROMRZLOST, IMENICA
FUMONIZINI, IMENICA
NEOBRAĐENI, PRIDJEV
BLAGODARAN, PRIDJEV
OBRAŠTANJE, IMENICA
OZLOVOLJEN, PRIDJEV
NESRETNIJI, PRIDJEV
IZGRIZANJE, IMENICA
POGDJEGDJE, PRILOG
HIDROFILNI, PRIDJEV
REZERVIRAN, PRIDJEV
ISTOVRSTAN, PRIDJEV
POKOLJENJE, IMENICA
ADNEKSITIS, IMENICA
GRANULARAN, PRIDJEV
NEODREĐENI, PRIDJEV
NEPROŠIREN, PRIDJEV
SVRSIHODNO, PRILOG
STAGNACIJE, IMENICA
RASJEČENJE, IMENICA
NEULJEPŠAN, PRIDJEV
RASPAKIRAN, PRIDJEV
NASMIJEŠEN, PRIDJEV
RECITACIJA, IMENICA
REUMATIČNO, PRILOG
OPROŠTENJE, IMENICA
DOGLEDNIJI, PRIDJEV
UGOŠĆUJUĆI, PRIDJEV
DVOVRSNOST, IMENICA
TABELIRATI, GLAGOL
ALOKSANSKI, PRIDJEV
SALIVACIJA, IMENICA
VIJETNAMKA, IMENICA
DOSPJELOST, IMENICA
PODBRUSITI, GLAGOL
PLOVIDBENI, PRIDJEV
ODŠKRINUTI, GLAGOL
VIŠERJEČNI, PRIDJEV
ZATVARANJE, IMENICA
KVOTIRAVŠI, IMENICA
STROUHALOV, PRIDJEV
INHIBIRATI, GLAGOL
EVENTUALNI, PRIDJEV
USLUŽIVATI, GLAGOL
GRANATIRAN, PRIDJEV
DUGOSELSKI, PRIDJEV
ANDALUZIJA, IMENICA
BJELOPUTAN, PRIDJEV
SINTETIČAN, PRIDJEV
SUOSUĐENIK, IMENICA
DIJELJENJE, IMENICA
POTKULTURA, IMENICA
ŠUMEČANSKI, PRIDJEV
DIJATONSKI, PRIDJEV
FOSFONIJEV, PRIDJEV
HORTENZIJA, IMENICA
METLIČANJE, IMENICA
RAČUNAJUĆI, PRILOG
DAROVATELJ, IMENICA
KAPITALSKI, PRIDJEV
KRUMPIRAST, PRIDJEV
BJELOKOSAN, PRIDJEV
UNUNKVADIJ, IMENICA
SLAVJANSKI, PRIDJEV
FORMULARAN, PRIDJEV
PROZAPADNI, PRIDJEV
MAHNITANJE, IMENICA
UŠKOPLJENI, PRIDJEV
ISTOSPOLNI, PRIDJEV
KARNAUBSKI, PRIDJEV
SHEMATIZAM, IMENICA
PRETKOVANI, PRIDJEV
PRETRIJETI, GLAGOL
POZAJMIŠTE, IMENICA
SUZNAČENJE, IMENICA
FOKUSIRATI, GLAGOL
LASTAVIČIĆ, IMENICA
BIBLIOGRAF, IMENICA
OIVIČIVATI, GLAGOL
NAPUMPAVŠI, IMENICA
OSMISLIVŠI, PRILOG
NAPREGNUTI, GLAGOL
JULIJANSKI, PRIDJEV
OSIROTJELA, PRIDJEV
BESKONAČAN, PRIDJEV
ARBITRAŽNI, PRIDJEV
KOMERCIJAL, IMENICA
RAČUNALICA, IMENICA
ZAVIKNUVŠI, PRILOG
FOTOAPARAT, IMENICA
EGOISTIČAN, PRIDJEV
GUVERNERKA, IMENICA
PRETVORITI, GLAGOL
REUMATIZAM, IMENICA
KOLORATURA, IMENICA
ZDEPASTIJI, PRIDJEV
PRIJEVOJNI, PRIDJEV
ODLIKAŠICA, IMENICA
JASIKOVINA, IMENICA
PRSTENOVAN, PRIDJEV
ULJEPŠAVAN, PRIDJEV
UMREŽAVATI, GLAGOL
KOSTRENSKI, PRIDJEV
AKSIJALANO, PRILOG
ISTISKIVAČ, IMENICA
KORODIRATI, GLAGOL
NESTVRDNUT, PRIDJEV
AVINJONSKI, PRIDJEV
PETLJAJUĆI, PRILOG
IMITIRAJUĆ, PRIDJEV
ZAVARIVATI, GLAGOL
POPRAVLJEN, PRIDJEV
OZUBLJENJE, IMENICA
PONADIGNUT, PRIDJEV
USKIPLJENI, PRIDJEV
PRIDIZANJE, IMENICA
HIBRIDITET, IMENICA
PAKISTANKA, IMENICA
RAZDRUŽITI, GLAGOL
KNJIŽARICA, IMENICA
NAJZNANIJI, PRIDJEV
ŠLJUNKASTI, PRIDJEV
KINEMATIKA, IMENICA
NEPOTREBNO, PRILOG
PREOKRETAN, PRIDJEV
ONKOLOGIJA, IMENICA
PREKORAČEN, PRIDJEV
NECIJEPANI, PRIDJEV
VERMIKULIT, IMENICA
PRETRAŽITI, GLAGOL
GRIZODUŠJE, IMENICA
GREBENJAČA, IMENICA
OBSTAJANJE, IMENICA
USPAVLJIVO, PRILOG
POPUŠTANJE, IMENICA
INFORMALNO, PRILOG
SARKOIDOZA, IMENICA
ASPIDISTRA, IMENICA
MJEHURIĆNI, IMENICA
HIPOKSIČKI, PRIDJEV
NEKROTIČAN, PRIDJEV
NEISPORUKA, IMENICA
BOLNIČARKA, IMENICA
EGZOCITOZA, IMENICA
PRODORNIJE, PRILOG
CRNOGORČEV, PRIDJEV
FILIJACIJA, IMENICA
DORASTAVŠI, PRILOG
NEPREDOČEN, PRIDJEV
MEANDARSKI, PRIDJEV
UZDRŽAVANI, PRIDJEV
IZBAVLJENI, PRIDJEV
MAFIJAŠTVO, IMENICA
PROIZVEVŠI, PRILOG
LEKTORIRAN, PRIDJEV
NARCISIZAM, IMENICA
ARAUKANSKI, PRIDJEV
NADREALIST, IMENICA
DRŽAVNICOJ, IMENICA
PODIGNUVŠI, PRILOG
OTKRIVENJE, IMENICA
ISTOČKAVŠI, PRILOG
PODBODAVŠI, PRILOG
UKNJIŽIVŠI, PRILOG
MARSELJEZA, IMENICA
FANEROZOIK, IMENICA
OGRAĐUJUĆI, PRILOG
PREVIĐANJE, IMENICA
LIBERALCOJ, IMENICA
JEDNJACITI, GLAGOL
UTOPLJENJE, IMENICA
RASPOLOŽIV, PRIDJEV
SMJESTIVŠI, PRILOG
NAPUSTIVŠI, PRILOG
POHABANOST, IMENICA
PONIZUJUĆI, PRIDJEV
SJECKAJUĆI, PRILOG
USPOREDNIK, IMENICA
SPUŠTAJUĆI, PRIDJEV
BRIŠKULANT, IMENICA
OPORTUNOST, IMENICA
NEGATORSKI, PRIDJEV
EFIKASNOST, IMENICA
OTKUCAVATI, GLAGOL
BREŽULJAST, PRIDJEV
SJEVERNIJI, PRIDJEV
HOMOTOPIJA, IMENICA
REGULIRANI, PRIDJEV
POMAGATELJ, IMENICA
SLIKOVANJE, IMENICA
CJEVOVODAN, PRIDJEV
NAPRASNOST, IMENICA
PRIDIGAVŠI, PRILOG
GOSPODARIĆ, IMENICA
PLEZIOKRON, PRIDJEV
DEBLENJAČA, IMENICA
UPALJIVIJI, PRIDJEV
PLAZMOLIZA, IMENICA
OBNAVLJATI, GLAGOL
POSLUHNUTI, GLAGOL
UKAZIVANJE, IMENICA
UPORABIVŠI, PRILOG
PREMIJERKA, IMENICA
FREKVENTNO, PRILOG
KORELOGRAM, IMENICA
DESTILATOR, IMENICA
OBRAZLAGAN, PRIDJEV
ZATAŠKIVAN, PRIDJEV
PRIKRIVENI, PRIDJEV
VOLONTIRAN, PRIDJEV
CRIKVENICA, IMENICA
ALOTROPIJA, IMENICA
TERMINATOR, IMENICA
DVOJEZIČNO, PRILOG
UHIĆIVANJE, IMENICA
TEKSTUALNI, PRIDJEV
SAZVIJEŽĐE, IMENICA
DOPISUJUĆI, PRILOG
PRESUDIVŠI, PRILOG
IZVIĐAJUĆI, PRILOG
SUPARNIČAR, IMENICA
DVOCIJEVKA, IMENICA
DIVLJAČINA, IMENICA
ZASIPLJUĆI, PRILOG
TROBOJNICA, IMENICA
AFRIKANSKI, PRIDJEV
EUFRAZIJEV, PRIDJEV
PRITIŠTATI, GLAGOL
SPOTICANJE, IMENICA
FIĆUKAJUĆI, PRILOG
KUZNJECOVA, PRIDJEV
SIMULACIJI, PRIDJEV
UČINKOVITI, PRIDJEV
TAKTILNOST, IMENICA
POVRATCITI, GLAGOL
PRESTAJATI, GLAGOL
NENJEMAČKI, PRIDJEV
NANOUREĐAJ, IMENICA
ŠEKSPIRSKI, PRIDJEV
DVOSLOVČAN, PRIDJEV
IZDEVETATI, GLAGOL
IMPULZIVAN, PRIDJEV
BURGUNDSKI, PRIDJEV
ĆILIBARSKI, PRIDJEV
VIDLJIVIJI, PRIDJEV
NEVERBALAN, PRIDJEV
SUTIVANSKI, PRIDJEV
BITERTANOL, IMENICA
EUROFILSKI, PRIDJEV
RAZGRANJEN, PRIDJEV
ANEGDOTSKI, PRIDJEV
RADOTIRATI, GLAGOL
MENADŽMENT, IMENICA
DOKONČAVAN, PRIDJEV
LIJERKOVKA, IMENICA
PERMUTIRAN, PRIDJEV
KVAZIGRUPA, IMENICA
ZAKUKULJEN, PRIDJEV
OSLUŠKIVAČ, IMENICA
TRAPLJENJE, IMENICA
NAĐINĐAVŠI, IMENICA
PREGLEDATI, GLAGOL
SELENINSKI, PRIDJEV
DIRINČENJE, IMENICA
PRIHRANITI, GLAGOL
NORVEŽANIN, IMENICA
FRIGIDNOST, IMENICA
RASKRIVATI, GLAGOL
NEPRIGUŠEN, PRIDJEV
NEPRENESEN, PRIDJEV
PREPAMETAN, PRIDJEV
POZABAVITI, GLAGOL
HOLANĐANKA, IMENICA
MONGOLIZAM, IMENICA
TAMNOSMEĐE, IMENICA
INFANTERIJ, IMENICA
RAZDVAJATI, GLAGOL
UTVRĐENIJI, PRIDJEV
TREPČANSKI, PRIDJEV
PREUZIMATI, GLAGOL
ZAŠEĆERITI, GLAGOL
MAJSTORICA, IMENICA
UZORKOVATI, GLAGOL
POKLONIVŠI, PRILOG
PREDSTAVKA, IMENICA
KOAUTORICA, IMENICA
NERAZBORNI, PRIDJEV
KOLOIDALAN, PRIDJEV
NETAKTIČAN, PRIDJEV
NEPOVOLJAN, PRIDJEV
DOHVATIVŠI, PRILOG
ADSORBIRAN, PRIDJEV
SLJEDBAŠKI, IMENICA
DISAHARIDI, IMENICA
MONOFOSFAT, IMENICA
DEFOLIJANT, IMENICA
OPANDRČITI, GLAGOL
JANSENIZAM, IMENICA
KRIŽANOVIĆ, IMENICA
POTRUDIVŠI, PRILOG
GIUSEPPITI, GLAGOL
PERIODIČNI, PRIDJEV
MAJORICITI, GLAGOL
PREOKRUTAN, PRIDJEV
PREKRCANJE, IMENICA
OPLJAČKATI, GLAGOL
MENDELSOHN, IMENICA
MEGAVOLTNI, PRIDJEV
HASHIMOTOV, PRIDJEV
BOTULINSKI, PRIDJEV
GREBENALAC, IMENICA
FEBRILITET, PRIDJEV
NASTUPAVŠI, PRILOG
POTCIKNUTI, GLAGOL
JABLANIČKI, PRIDJEV
NOSTALGIJA, IMENICA
ŽABLJIKRAK, IMENICA
NEPRIMLJEN, IMENICA
SEDMEROKUT, IMENICA
RAZORUŽATI, GLAGOL
AFLATOKSIN, IMENICA
IZDUBLJENI, PRIDJEV
NADREŠETKA, IMENICA
DOBROVOLJA, IMENICA
RAKRIJEČNI, PRIDJEV
BEZIMENJAK, IMENICA
PARAGVAJKA, IMENICA
KINOAMATER, IMENICA
TERACIKLIN, IMENICA
RACIONIRAN, PRIDJEV
PRISPIJEĆA, IMENICA
CEFPIRAMID, IMENICA
ZAGLUŠENJE, IMENICA
SKALIRANJE, IMENICA
NEPREVODIV, PRIDJEV
OPUŠTENIJI, PRIDJEV
POKISNUVŠI, PRILOG
SRAČUNAVŠI, PRILOG
IZVRATIVŠI, PRILOG
OBLIZIVATI, GLAGOL
KASTANJETA, IMENICA
DOVRŠITELJ, IMENICA
ZABUGARITI, GLAGOL
NADMJERNIK, IMENICA
ZAVJETOVAN, PRIDJEV
NEODVIJENI, PRIDJEV
MUSLIMANKA, IMENICA
ISPLJUCKAN, PRIDJEV
ZARONJENJE, IMENICA
NASTRADALI, PRIDJEV
APORTIRATI, GLAGOL
TRIRADIJUS, IMENICA
DOSTAVLJAČ, IMENICA
LITRENJAČA, IMENICA
HIROVITIJI, PRIDJEV
IZOCIJANAT, IMENICA
POLIJEŽITI, GLAGOL
DOGOVARATI, GLAGOL
RASKVAŠENO, PRILOG
RAZDRLJITI, GLAGOL
PODLJUDSKI, PRIDJEV
PRIMJERENO, PRILOG
GIBLJIVOST, IMENICA
PRITVORSKI, PRIDJEV
UZEMLJIVAČ, IMENICA
MONOGENSKI, PRIDJEV
NAHERENOST, IMENICA
PROPOVIJED, IMENICA
SKUPLJANJE, IMENICA
MEŠETARITI, GLAGOL
SKRIVLJENI, PRIDJEV
DOPUTOVATI, GLAGOL
DOKOTRLJAN, PRIDJEV
NENAORUŽAN, PRIDJEV
PODVOJIVŠI, PRILOG
DIDAKTIČKI, PRIDJEV
PROMUKLOST, IMENICA
TROPOSFERA, IMENICA
ISHLAPLJIV, PRIDJEV
LAKOVJERAN, PRIDJEV
PROSTAŠTVO, IMENICA
POVJERENIK, IMENICA
ZAGLUPLJEN, PRIDJEV
BURZIJANKA, IMENICA
OFTALMOLOG, IMENICA
BETONIRANI, PRIDJEV
ZAMETNUVŠI, IMENICA
POSTIZANJE, IMENICA
ZAPUSTIVŠI, PRILOG
POLTRONSKI, PRIDJEV
RASPRTIVŠI, PRILOG
OBRAZUJUĆI, PRIDJEV
PODROBNIJE, PRILOG
ZAPALJIVAN, PRIDJEV
BRESTOVSKI, PRIDJEV
MAGARICITI, GLAGOL
KALLIKREIN, IMENICA
BLEZGARIJA, IMENICA
VIDEOEFEKT, IMENICA
BRESKOVAČA, IMENICA
POPRIMIVŠI, PRILOG
ISKLAPANJE, IMENICA
DVOPOLARAN, PRIDJEV
TAŠKENTSKI, PRIDJEV
SOROSEVSKI, PRIDJEV
NELJUBLJEN, PRIDJEV
UBLAŽUJUĆI, PRILOG
LITVANCITI, GLAGOL
BINORMALAN, PRIDJEV
OTCIJEPITI, GLAGOL
STEREOTIPI, IMENICA
KRUŠKOVAČA, IMENICA
PREVRŠIVŠI, PRILOG
KOLIDIRATI, GLAGOL
SESTRIČINA, IMENICA
DIREKTOROV, PRIDJEV
JOSEFINSKI, PRIDJEV
DOSTAVNICA, IMENICA
JABUKOVAČA, IMENICA
SUBATOMSKI, PRIDJEV
MIKENJANIN, IMENICA
ZAMRZNUVŠI, PRILOG
OSAMNAESTI, BROJ
RASPLINJAČ, IMENICA
SLABAŠNIJI, PRIDJEV
OPĆEPOZNAT, PRIDJEV
STAMBENJAK, IMENICA
BILINEARAN, PRIDJEV
NAMRIJEVŠI, PRILOG
RAZVEDRITI, GLAGOL
FIGURACIJA, IMENICA
SAMOODUŠNI, PRIDJEV
PRETRPLJEN, PRIDJEV
SIMPATIČAN, PRIDJEV
MEĐUSLOJAN, PRIDJEV
NAJOČITIJI, PRIDJEV
DOTISKIVAN, PRIDJEV
BRZOSUŠEĆI, PRIDJEV
PORUČNIČKI, PRIDJEV
DOSPIJEVAN, PRIDJEV
RAŽALOŠĆEN, PRIDJEV
PREDPREMAZ, IMENICA
ZASLAĐIVAČ, IMENICA
KULTURNIJI, PRIDJEV
DEKODIRANI, PRIDJEV
SAMOSTEZNI, PRIDJEV
GOSPOŠTINA, IMENICA
BEZOBRAZNO, PRILOG
OTKOPAVATI, GLAGOL
RASPRUŽITI, GLAGOL
DUODENALNI, PRIDJEV
ZAPRAŠIVŠI, PRILOG
POLUSESTAR, IMENICA
ZASTUPANJE, IMENICA
OTVORENIJE, PRILOG
ZATEZALJKE, IMENICA
LEPROZORIJ, IMENICA
DIKTIRAVŠI, PRILOG
PREMJEŠTEN, PRIDJEV
TAMNOPUTAN, PRIDJEV
UKRAJINSKI, PRIDJEV
MONISTIČKI, IMENICA
OVJEROVITI, GLAGOL
MIASTENIJA, IMENICA
SCHUMACHER, IMENICA
PREPLAŠITI, GLAGOL
ANAGRAMSKI, PRIDJEV
SPORTAŠICA, IMENICA
PONIKAVATI, GLAGOL
UOBRAZILJA, IMENICA
DOGORJEVŠI, PRILOG
MALTEŽANIN, IMENICA
NAPREDNOST, IMENICA
HARAMIJSKI, PRIDJEV
PODLOŽNIJI, PRIDJEV
AMNESTIČAR, IMENICA
ŠLJIVARSKI, PRIDJEV
GRADIRANJE, IMENICA
PIZDOLIZAC, IMENICA
DEKLINIRAN, PRIDJEV
PODNOŠLJIV, PRIDJEV
CEREMONIJA, IMENICA
ESHINANTUS, IMENICA
DODVORIVŠI, PRILOG
KOTLARSTVO, IMENICA
HRANJIVIJI, PRIDJEV
IZGLADNITI, GLAGOL
PLJUŠTANJE, IMENICA
PROMOVIRAN, PRIDJEV
PREPORODNI, PRIDJEV
NAČELNIKOV, PRIDJEV
SAMOVOLJNI, PRIDJEV
KOKSIRAVŠI, PRILOG
PRETRPJETI, GLAGOL
POTAMNJELO, IMENICA
FAŠIRAJUĆI, PRILOG
BLANJALICA, IMENICA
PRIVIKAVAN, PRIDJEV
FABIJEVSKI, PRIDJEV
PAMIDRONAT, IMENICA
STRAHUJUĆI, PRILOG
USTAJALIJI, PRIDJEV
PAVISADITI, GLAGOL
KONOBARSKI, PRIDJEV
POSREDOVAN, PRIDJEV
KOREKTNIJI, PRIDJEV
NARKOTIČAR, IMENICA
NAPISANOST, IMENICA
PUNKTIRATI, GLAGOL
SRBIJANSKI, PRIDJEV
PROFINJENO, PRILOG
ESTONIJSKI, PRIDJEV
UZURPACIJA, IMENICA
ISKAKIVATI, GLAGOL
OPRAŠTANJE, IMENICA
KOMINTERNA, IMENICA
DUGOPRUGAŠ, IMENICA
POSLASTICA, IMENICA
PREDAHNUTI, GLAGOL
CIPRINIDNI, PRIDJEV
ŽIVCIRANJE, IMENICA
RASPRŠTITI, GLAGOL
POTHLADITI, IMENICA
RAZLIKOVAN, PRIDJEV
MUŠIČAVOST, IMENICA
BOGOHULNIK, IMENICA
GRAHORICOJ, IMENICA
INTONIRATI, GLAGOL
POTPROJEKT, IMENICA
PREKOSUTRA, IMENICA
PATLIDŽANI, IMENICA
ZASJEDAVŠI, PRILOG
RAZGRADNJI, PRIDJEV
OHLADNJELO, IMENICA
DVOŽENSTVO, IMENICA
KARTAŽANIN, IMENICA
NAGNJEČITI, GLAGOL
TREPTAJUĆI, PRIDJEV
ZBRINJAVAN, PRIDJEV
BANDITIZAM, IMENICA
RAZJAŠNJEN, PRIDJEV
UZALUDNOST, IMENICA
DVADESETAK, IMENICA
ALLENOVSKI, PRIDJEV
ASTMATIČAN, PRIDJEV
ZAŽMIRIVŠI, PRILOG
TITULACIJA, IMENICA
PITORESKNO, PRILOG
REKONKVIST, IMENICA
SLATKIŠITI, GLAGOL
ČUVSTVOVAN, PRIDJEV
ZAGREBAČKI, PRIDJEV
UČVRŠĆENJE, IMENICA
ORDINARIJA, IMENICA
NAVRŠAVATI, GLAGOL
KREMENOVAC, IMENICA
OGORČENIJI, PRIDJEV
ŠUTLJIVIJI, PRIDJEV
DIOFANTSKI, PRIDJEV
BRANJIVOST, IMENICA
NESLUČAJNI, PRIDJEV
ISPOŠTOVAN, PRIDJEV
ZABILJEŽEN, PRIDJEV
OGRAĐUJUĆI, PRIDJEV
DEVETAJUĆI, PRIDJEV
KOMPONIRAN, PRIDJEV
LIJENJENJE, IMENICA
ZAPOSLENIK, IMENICA
NAŠTELAVAN, PRIDJEV
USTROJSTVO, IMENICA
SMANIVANJE, IMENICA
ABDIKACIJA, IMENICA
ZAJEBAVATI, GLAGOL
STOLNOTENI, IMENICA
PRISTOJBEN, PRIDJEV
EVOLVIRATI, GLAGOL
PANSLAVITI, GLAGOL
PREPRŽIVŠI, IMENICA
JORGOVANOV, PRIDJEV
PONIKNUVŠI, PRILOG
KAPELANSKI, PRIDJEV
REDOVNIČKI, PRIDJEV
REVIZORICA, IMENICA
EPENTETSKI, PRIDJEV
NEROTKINJA, IMENICA
SASANIDSKI, PRIDJEV
SMIJULJITI, GLAGOL
PRIVEZAVŠI, PRILOG
POSLOVIČNO, PRILOG
KISELINSKI, PRIDJEV
SEKSEPILAN, PRIDJEV
CELAKOVSKI, PRIDJEV
SUROGATSKI, PRIDJEV
NAMRVLJENI, PRIDJEV
POREMETNJA, IMENICA
USPRAVLJEN, PRIDJEV
REFLEKSIJA, IMENICA
NAZIVAJUĆI, PRILOG
KRONOMETAR, IMENICA
REKREACIJE, IMENICA
NEUROLOŠKI, PRIDJEV
JADIKOVAMO, PRILOG
DOMINANTAN, PRIDJEV
PRIKOLIČAR, IMENICA
POTPLATIJI, PRIDJEV
HUMANOIDNI, PRIDJEV
OSCILOSKOP, IMENICA
RASTROŠNIK, IMENICA
STRUJNIČKI, IMENICA
DRESIRAVŠI, PRILOG
SFEROMETAR, IMENICA
NADŽIVLJEN, PRIDJEV
PODPODJELA, IMENICA
PREINAČENO, PRILOG
ŠUPLJINSKI, PRIDJEV
DJEVOVANJE, IMENICA
SLABOVIDNI, PRIDJEV
SKRETNIČKI, PRIDJEV
ORIGINALNO, PRILOG
SUGLASIVŠI, PRILOG
SCENIČNOST, IMENICA
IZBJEGAVŠI, PRILOG
JEDNOVALAN, PRIDJEV
ŠETLANDSKI, PRIDJEV
KONFUZNIJI, PRIDJEV
NEOPAŽLJIV, PRIDJEV
MJESEČNOST, IMENICA
UŠTIMAVATI, GLAGOL
RASTOPLJIV, PRIDJEV
DIAPOZITIV, IMENICA
IZRUČIVATI, GLAGOL
ADŽARIJSKI, PRIDJEV
PRIPADANJI, PRIDJEV
OCOUBOJICA, IMENICA
PROREKAVŠI, PRILOG
DVOJEZUBAC, IMENICA
SUNČALIŠTE, IMENICA
NASTAVLJEN, PRIDJEV
PROPISIVAN, PRIDJEV
KARCINOGEN, PRIDJEV
REMONTIRAN, PRIDJEV
PROKLETNIK, IMENICA
MALČIRAVŠI, IMENICA
MONARHIZAM, IMENICA
HODOROVSKI, PRIDJEV
POPLAŠIVŠI, PRILOG
ŠATROVAČKI, PRIDJEV
MORFOGRUPE, IMENICA
NEKUBANSKI, PRIDJEV
PRIUŠTIVŠI, PRILOG
UVJETOVANO, PRILOG
UOČLJIVOST, IMENICA
TIHONOVSKI, PRIDJEV
DVOMETALNI, PRIDJEV
TAMNIČARKA, IMENICA
UZBUĐIVATI, GLAGOL
DVOBOJNOST, IMENICA
DOBRODUŠNI, PRIDJEV
BOBIČAVOST, IMENICA
IMPRESARIO, IMENICA
OTKVAČIVŠI, PRILOG
ŽURNALIZAM, IMENICA
OSPKRBLJEN, PRIDJEV
PRETENDENT, IMENICA
ZADOBIVATI, GLAGOL
INJEKTIVNI, PRIDJEV
PRIPRAVNIK, IMENICA
ZAPODJENUT, PRIDJEV
HRVATOVATI, GLAGOL
NEOSUĐIVAN, PRIDJEV
OVLAŠTENJE, IMENICA
MADELUNGOV, PRIDJEV
NARIHTAVŠI, IMENICA
